,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"41,169","39,866","36,223","39,926","34,212","37,822","25,643","25,012","21,069","25,887","25,816"
Market Cap Growth,75.17%,-3.16%,-9.14%,10.22%,-14.31%,10.55%,-32.20%,-2.46%,-15.76%,22.86%,-
Enterprise Value,"47,525","44,758","40,306","46,121","49,174","52,195","47,095","48,372","45,145","49,300","49,229"
PE Ratio,62.47,8.81,8.64,12.46,8.69,7.93,-2.07,89.33,15.99,5.62,5.60
PS Ratio,1.02,0.98,0.92,0.97,0.77,0.81,1.50,0.84,0.42,0.45,0.44
PB Ratio,4.67,3.67,2.95,3.19,2.50,2.46,16.72,6.44,3.20,2.33,2.32
P/FCF Ratio,15.26,8.00,9.47,35.27,18.53,10.84,-4.51,1471.28,-7023.15,22.69,22.63
P/OCF Ratio,8.32,5.03,5.02,7.95,4.88,4.49,-6.76,7.66,3.31,4.00,3.99
EV/Sales Ratio,1.18,1.10,1.02,1.12,1.11,1.11,2.75,1.62,0.89,0.85,0.85
EV/EBITDA Ratio,13.61,4.72,4.67,5.68,6.31,5.75,-3.81,13.16,8.94,5.61,5.61
EV/EBIT Ratio,27.60,5.86,5.98,7.82,9.00,8.03,-3.21,28.84,15.34,7.65,7.64
EV/FCF Ratio,17.61,8.98,10.54,40.74,26.64,14.96,-8.27,2845.40,-15048.48,43.21,43.15
Debt / Equity Ratio,1.10,0.77,0.60,0.71,1.21,1.12,23.17,8.92,4.65,2.46,2.46
Debt / EBITDA Ratio,2.77,0.88,0.85,1.09,2.12,1.90,-2.88,9.44,6.06,3.11,3.11
Debt / FCF Ratio,3.58,1.67,1.92,7.80,8.95,4.95,-6.25,2039.94,-10203.33,23.91,23.91
Quick Ratio,0.33,0.31,0.35,0.26,0.21,0.28,0.97,0.65,0.37,0.26,0.26
Current Ratio,0.54,0.52,0.49,0.41,0.34,0.41,1.09,0.76,0.50,0.39,0.39
Asset Turnover,0.77,0.76,0.76,0.79,0.79,0.75,0.23,0.41,0.69,0.79,0.79
Interest Coverage,2.65,15.88,17.37,14.89,17.56,21.59,-15.78,1.31,2.86,7.72,7.72
Return on Equity (ROE),5.90%,45.50%,35.10%,24.20%,29.80%,33.30%,-177.60%,13.60%,29.30%,53.10%,53.10%
Return on Assets (ROA),1.30%,8.50%,8.10%,6.10%,7.00%,7.60%,-17.00%,0.40%,1.80%,6.30%,6.30%
Return on Capital (ROIC),7.34%,25.73%,23.55%,16.27%,13.31%,15.61%,-33.63%,3.44%,6.78%,11.82%,11.82%
Earnings Yield,1.60%,11.35%,11.58%,8.03%,11.50%,12.60%,-48.30%,1.12%,6.26%,17.80%,17.85%
FCF Yield,6.55%,12.50%,10.56%,2.84%,5.40%,9.22%,-22.20%,0.07%,-0.01%,4.41%,4.42%
Dividend Yield,0.60%,0.90%,1.40%,1.80%,2.60%,2.60%,1.00%,0.00%,0.00%,0.50%,1.00%
Payout Ratio,38.00%,7.90%,12.10%,22.80%,23.00%,20.60%,-2.10%,0.00%,0.00%,2.80%,5.58%
Buyback Yield / Dilution,2.17%,6.03%,6.37%,3.18%,3.84%,5.67%,1.39%,-0.36%,-0.18%,-0.35%,-0.35%
Total Shareholder Return,2.77%,6.93%,7.77%,4.98%,6.44%,8.27%,2.39%,-0.36%,-0.18%,0.15%,0.64%
