,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"187,362","189,924","166,825","186,766","190,726","172,933","169,568","227,050","191,894","286,017","305,982"
Market Cap Growth,17.74%,1.37%,-12.16%,11.95%,2.12%,-9.33%,-1.95%,33.90%,-15.48%,49.05%,-
Enterprise Value,"172,640","177,514","154,555","178,597","184,084","191,273","198,108","264,741","245,851","366,311","386,081"
PE Ratio,17.10,19.11,18.74,19.76,53.17,15.60,16.73,16.52,28.57,33.64,30.75
PS Ratio,4.89,4.97,4.50,4.94,4.84,4.38,4.34,5.61,4.52,5.73,5.93
PB Ratio,4.00,3.90,3.53,3.47,4.11,7.94,14.04,43.35,-30.85,266.56,79.15
P/FCF Ratio,13.06,14.40,13.35,15.43,13.97,13.42,14.65,16.51,38.17,33.77,30.28
P/OCF Ratio,12.56,13.03,12.19,13.22,12.40,11.88,12.91,14.29,20.12,16.66,17.96
EV/Sales Ratio,4.51,4.64,4.17,4.73,4.67,4.84,5.07,6.54,5.79,7.33,7.48
EV/EBITDA Ratio,9.85,10.54,10.02,11.21,10.68,11.08,11.64,14.38,18.18,19.55,19.10
EV/EBIT Ratio,11.81,12.70,11.97,13.25,12.74,13.33,14.09,17.09,23.63,29.00,27.49
EV/FCF Ratio,12.04,13.46,12.37,14.75,13.49,14.84,17.12,19.25,48.90,43.25,38.21
Debt / Equity Ratio,0.51,0.86,0.93,1.08,1.31,2.58,5.93,16.08,-12.20,84.33,22.97
Debt / EBITDA Ratio,1.37,2.49,2.84,3.64,3.52,3.25,4.21,4.58,5.61,4.83,4.39
Debt / FCF Ratio,1.68,3.18,3.51,4.78,4.44,4.36,6.19,6.13,15.09,10.68,8.79
Quick Ratio,3.12,3.94,3.57,2.95,3.79,2.31,2.83,2.15,1.43,0.74,0.63
Current Ratio,3.35,4.11,3.74,3.08,3.98,2.49,3.03,2.30,1.62,0.91,0.79
Asset Turnover,0.44,0.38,0.34,0.30,0.29,0.34,0.38,0.34,0.38,0.38,0.39
Interest Coverage,15.99,12.23,8.80,7.50,7.14,6.89,7.05,6.21,3.78,3.60,3.88
Return on Equity (ROE),24.50%,20.70%,19.10%,18.90%,7.00%,38.80%,67.20%,174.30%,-101.20%,-296.60%,829.60%
Return on Assets (ROA),12.60%,9.70%,8.20%,7.50%,2.60%,9.50%,9.70%,11.60%,6.00%,6.50%,7.60%
Return on Capital (ROIC),16.62%,11.85%,10.76%,9.35%,3.58%,15.69%,13.95%,17.98%,13.78%,13.32%,15.03%
Earnings Yield,5.85%,5.23%,5.34%,5.06%,1.88%,6.41%,5.98%,6.05%,3.50%,2.97%,3.31%
FCF Yield,7.65%,6.94%,7.49%,6.48%,7.16%,7.45%,6.83%,6.06%,2.62%,2.96%,3.30%
Dividend Yield,1.10%,1.20%,1.50%,1.40%,1.60%,1.60%,1.80%,1.30%,1.80%,1.30%,1.44%
Payout Ratio,19.80%,22.60%,28.40%,27.80%,87.40%,26.60%,30.40%,22.30%,51.40%,43.20%,44.20%
Buyback Yield / Dilution,4.95%,2.19%,4.40%,2.04%,-0.50%,11.94%,11.74%,8.26%,7.81%,0.72%,-2.59%
Total Shareholder Return,6.05%,3.39%,5.90%,3.44%,1.10%,13.54%,13.54%,9.56%,9.61%,2.02%,-1.15%
