,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"2,023","2,583","2,152","2,164","4,015","4,686","10,584","16,853","18,350","20,445","13,338"
Market Cap Growth,97.97%,27.66%,-16.67%,0.53%,85.55%,16.71%,125.86%,59.23%,8.88%,11.42%,-
Enterprise Value,"1,995","2,602","2,207","2,198","4,141","4,989","11,096","16,965","18,832","21,172","14,073"
PE Ratio,-44.99,-50.16,-29.28,-74.93,-149.81,1420.00,912.40,2478.40,1092.27,4444.57,111.05
PS Ratio,8.19,11.17,8.16,5.90,8.66,8.31,14.34,18.64,16.70,15.66,8.57
PB Ratio,16.24,30.81,63.21,34.27,25.33,22.09,139.45,27.92,32.99,42.92,21.96
P/FCF Ratio,-511.09,-1006.67,-92.94,-348.78,-123.54,-38.57,-162.08,-204.28,-96.17,-1216.96,623.26
P/OCF Ratio,604.36,289.59,-171.48,135.99,97.21,130.53,107.56,200.63,-269.46,171.81,88.21
EV/Sales Ratio,8.08,11.25,8.36,5.99,8.93,8.85,15.03,18.76,17.14,16.22,9.04
EV/EBITDA Ratio,-115.15,-105.59,-49.25,1505.49,487.18,118.51,158.28,153.95,135.39,212.36,64.64
EV/EBIT Ratio,-68.49,-70.58,-36.39,-177.65,-766.87,188.27,262.93,309.58,230.51,580.06,95.41
EV/FCF Ratio,-504.01,-1013.87,-95.31,-354.29,-127.42,-41.06,-169.92,-205.63,-98.70,-1260.24,657.61
Debt / Equity Ratio,0.98,2.02,5.21,5.27,3.57,2.79,11.70,1.75,2.29,2.94,2.34
Debt / EBITDA Ratio,-7.02,-6.89,-3.96,227.92,66.61,14.06,12.67,9.61,9.16,14.06,6.52
Debt / FCF Ratio,-30.73,-66.12,-7.66,-53.64,-17.42,-4.87,-13.60,-12.84,-6.68,-83.44,66.37
Quick Ratio,4.31,4.31,2.54,5.88,5.74,3.16,2.82,5.02,4.16,2.41,2.12
Current Ratio,4.68,4.70,2.93,6.64,6.24,3.99,3.75,6.01,5.81,3.60,3.26
Asset Turnover,0.86,0.76,0.90,1.03,0.84,0.65,0.68,0.57,0.56,0.61,0.66
Interest Coverage,-1.85,-2.53,-4.79,-0.77,-0.25,1.24,1.52,1.22,1.33,1.37,8.02
Return on Equity (ROE),-35.00%,-56.50%,-122.40%,-63.40%,-29.70%,1.70%,6.60%,1.50%,3.20%,1.00%,22.40%
Return on Assets (ROA),-15.70%,-17.00%,-25.00%,-8.10%,-4.80%,0.40%,1.10%,0.40%,0.90%,0.20%,5.10%
Return on Capital (ROIC),-11.83%,-3.50%,-23.04%,-2.70%,-1.02%,2.16%,4.15%,2.17%,5.64%,0.94%,6.28%
Earnings Yield,-2.22%,-1.99%,-3.42%,-1.33%,-0.67%,0.07%,0.11%,0.04%,0.09%,0.02%,0.90%
FCF Yield,-0.20%,-0.10%,-1.08%,-0.29%,-0.81%,-2.59%,-0.62%,-0.49%,-1.04%,-0.08%,0.16%
Buyback Yield / Dilution,-12.70%,-3.00%,-2.08%,-0.82%,-1.31%,-5.18%,-2.12%,-5.85%,-3.99%,-1.94%,-6.06%
Total Shareholder Return,-12.70%,-3.00%,-2.08%,-0.82%,-1.31%,-5.18%,-2.12%,-5.85%,-3.99%,-1.94%,-6.06%
