,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Revenue,247.08,231.32,263.89,366.99,463.8,563.8,738.2,904.4,"1,099","1,305"
Revenue Growth (YoY),16.90%,-6.38%,14.08%,39.07%,26.38%,21.56%,30.93%,22.51%,21.49%,18.79%
Cost of Revenue,134.68,104.2,130.62,155.9,186.6,193.6,257.9,322.1,346.7,499.7
Gross Profit,112.4,127.13,133.27,211.09,277.2,370.2,480.3,582.3,752.1,805.6
"Selling, General & Admin",119.77,108.1,138.8,166.08,208.9,248,298,384,466,587.8
Research & Development,21.77,27.9,43.21,55.71,75.7,94.8,132.3,146.8,160.1,180.2
Operating Expenses,141.54,136,182.01,221.79,284.6,342.8,430.3,530.8,626.1,768
Operating Income,-29.14,-8.87,-48.74,-10.7,-7.4,27.4,50,51.5,126,37.6
Interest Expense / Income,15.74,14.58,12.65,16.11,21.2,21.3,27.7,45.1,61.2,26.7
Other Expense / Income,-,27.99,11.92,1.67,-2,0.9,7.8,-3.3,44.3,1.1
Pretax Income,-44.87,-51.44,-73.31,-28.49,-26.6,5.2,14.5,9.7,20.5,9.8
Income Tax,0.1,0.06,0.21,0.39,0.2,1.9,2.9,2.9,3.7,5.2
Net Income,-44.97,-51.5,-73.52,-28.88,-26.8,3.3,11.6,6.8,16.8,4.6
Net Income Growth,-,-,-,-,-,-,251.52%,-41.38%,147.06%,-72.62%
Shares Outstanding (Basic),54,56,57,57,58,59,61,65,68,69
Shares Outstanding (Diluted),54,56,57,57,58,61,62,66,69,70
Shares Change,12.70%,3.00%,2.08%,0.82%,1.31%,5.18%,2.12%,5.85%,3.99%,1.94%
EPS (Basic),-0.83,-0.92,-1.29,-0.51,-0.46,0.06,0.19,0.11,0.25,0.07
EPS (Diluted),-0.83,-0.92,-1.29,-0.51,-0.46,0.05,0.19,0.10,0.24,0.07
EPS Growth,-,-,-,-,-,-,280.00%,-47.37%,140.00%,-70.83%
Free Cash Flow,-3.96,-2.57,-23.16,-6.2,-32.5,-121.5,-65.3,-82.5,-190.8,-16.8
Free Cash Flow Per Share,-0.07,-0.05,-0.41,-0.11,-0.56,-2.06,-1.08,-1.27,-2.82,-0.24
Gross Margin,45.49%,54.96%,50.50%,57.52%,59.77%,65.66%,65.06%,64.39%,68.45%,61.72%
Operating Margin,-11.79%,-3.84%,-18.47%,-2.92%,-1.60%,4.86%,6.77%,5.69%,11.47%,2.88%
Profit Margin,-18.20%,-22.26%,-27.86%,-7.87%,-5.78%,0.59%,1.57%,0.75%,1.53%,0.35%
Free Cash Flow Margin,-1.60%,-1.11%,-8.78%,-1.69%,-7.01%,-21.55%,-8.85%,-9.12%,-17.36%,-1.29%
Effective Tax Rate,-,-,-,-,-,36.54%,20.00%,29.90%,18.05%,53.06%
EBITDA,-17.33,-24.64,-44.82,1.46,8.5,42.1,70.1,110.2,139.1,99.7
EBITDA Margin,-7.01%,-10.65%,-16.98%,0.40%,1.83%,7.47%,9.50%,12.18%,12.66%,7.64%
Depreciation & Amortization,11.81,12.22,15.84,13.83,13.9,15.6,27.9,55.4,57.4,63.2
EBIT,-29.14,-36.86,-60.65,-12.37,-5.4,26.5,42.2,54.8,81.7,36.5
EBIT Margin,-11.79%,-15.94%,-22.98%,-3.37%,-1.16%,4.70%,5.72%,6.06%,7.44%,2.80%
