,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"17,285","17,328","15,149","15,098","15,710","16,773","13,608","13,546","14,949","14,957","15,831","17,234","20,024","20,866","22,875","25,232","22,260","20,875","23,096","18,161","20,975","19,391","19,283","23,418","17,533","24,671","25,592","29,139","30,832","33,200","34,116","40,460","32,538","23,172","24,831","29,580","33,683","37,846","32,835","35,604","32,054"
Market Cap Growth,43.18%,49.23%,2.16%,-7.85%,-9.11%,-3.20%,-10.18%,-10.28%,-4.84%,-10.83%,16.34%,27.22%,33.95%,39.51%,44.50%,46.41%,11.17%,0.04%,0.97%,-28.02%,-5.77%,-7.11%,-16.51%,28.95%,-16.41%,27.22%,32.72%,24.43%,75.85%,34.57%,33.31%,38.85%,5.53%,-30.21%,-27.22%,-26.89%,3.52%,63.32%,32.23%,20.36%,-
Enterprise Value,"16,808","16,764","14,555","14,599","15,178","16,108","12,959","12,980","14,430","14,400","15,367","16,651","19,354","20,094","22,183","24,663","21,751","20,614","23,962","19,274","22,304","20,718","20,521","25,027","19,197","26,409","27,161","30,807","32,471","34,556","37,749","44,302","36,491","27,035","28,440","33,404","37,472","41,412","35,015","38,816","35,266"
PE Ratio,21.68,21.84,18.32,17.91,18.09,19.17,16.44,16.96,19.65,20.06,21.70,22.71,25.66,25.88,27.70,67.36,53.96,52.96,43.13,21.31,21.61,18.76,27.71,25.28,24.61,32.09,25.01,22.31,19.41,21.53,25.12,40.21,50.43,34.49,26.64,27.52,25.50,26.59,23.67,29.22,26.61
PS Ratio,2.65,2.64,2.29,2.29,2.40,2.59,2.16,2.20,2.47,2.51,2.69,2.90,3.31,3.38,3.62,3.94,3.42,3.16,3.47,2.70,3.12,2.90,2.88,3.48,2.59,3.80,4.04,4.69,4.89,4.91,4.88,5.55,4.44,3.11,3.20,3.75,4.03,4.39,3.63,3.90,3.51
PB Ratio,6.29,6.37,5.70,5.88,6.12,6.56,6.03,6.06,6.75,7.05,7.96,8.41,9.11,9.58,8.59,11.70,11.43,14.46,14.28,14.25,15.70,16.77,47.71,32.66,28.24,32.02,24.90,18.71,16.97,14.63,14.28,16.15,12.36,9.69,9.11,10.15,10.67,11.32,9.22,9.87,8.88
P/FCF Ratio,19.16,19.19,16.97,15.84,15.10,16.13,12.75,13.77,16.28,16.53,19.05,18.00,19.47,19.59,25.60,31.52,25.10,22.64,19.66,15.57,22.93,21.13,18.30,21.73,15.00,21.09,25.05,25.41,26.32,25.85,29.91,52.40,54.76,47.90,36.41,38.26,38.15,47.52,27.04,31.32,28.20
P/OCF Ratio,16.44,16.37,14.66,13.75,13.31,14.39,11.46,12.27,14.46,14.62,16.71,16.06,17.27,17.40,22.12,26.96,21.90,19.99,17.77,13.98,19.76,18.13,16.31,19.50,13.75,19.43,22.84,23.58,24.33,24.01,27.05,44.83,43.71,36.91,30.17,32.82,33.76,40.50,23.89,26.55,23.90
Debt / Equity Ratio,0.45,0.44,0.46,0.55,0.59,0.58,0.67,0.74,0.81,0.88,0.99,0.93,0.85,0.85,0.69,0.96,0.79,0.85,1.10,1.46,1.67,1.94,5.58,3.54,3.71,3.44,2.21,1.54,1.26,1.00,1.80,1.75,1.67,1.82,1.50,1.47,1.35,1.20,0.91,1.01,1.01
Quick Ratio,1.73,1.71,1.79,1.71,2.42,2.29,2.40,2.34,2.22,2.03,1.78,1.60,1.79,1.70,1.71,1.66,1.71,1.50,0.94,0.86,1.15,1.09,1.13,1.08,1.10,0.94,1.08,0.96,0.98,0.95,0.70,0.70,0.67,0.67,0.62,0.61,0.66,0.69,0.96,0.72,0.72
Current Ratio,2.32,2.28,2.33,2.22,3.16,2.95,2.94,2.86,2.70,2.44,2.12,2.04,2.13,2.03,2.06,1.98,2.10,1.93,1.26,1.21,1.59,1.51,1.54,1.46,1.57,1.31,1.48,1.34,1.39,1.34,1.02,1.08,1.09,1.06,1.01,1.03,1.08,1.12,1.46,1.25,1.25
Interest Coverage,17.56,20.03,23.60,20.30,18.61,18.35,17.70,14.61,13.33,14.94,14.02,14.78,13.19,15.45,15.03,15.89,18.32,16.25,26.09,6.84,17.98,12.99,3.09,13.50,7.65,14.31,12.40,32.13,22.99,15.10,1.31,10.63,2.51,12.28,13.50,14.88,10.97,14.76,14.37,8.87,12.20
Return on Capital (ROIC),Upgrade,20.93%,21.32%,22.22%,22.22%,22.36%,22.72%,23.37%,21.91%,20.41%,20.11%,19.72%,20.48%,20.44%,21.25%,19.60%,9.54%,12.67%,18.16%,14.83%,31.51%,28.78%,31.03%,32.22%,27.84%,30.44%,22.36%,29.06%,22.91%,22.42%,22.62%,51.56%,50.43%,49.06%,51.59%,17.24%,16.68%,16.52%,17.19%,16.19%,14.53%
Dividend Yield,1.80%,1.80%,2.10%,2.10%,2.10%,2.00%,2.60%,2.60%,2.40%,2.50%,2.40%,2.20%,1.90%,1.90%,1.70%,1.60%,1.80%,2.00%,1.90%,2.40%,2.20%,2.30%,2.40%,1.90%,2.60%,1.90%,1.80%,1.60%,1.60%,1.50%,1.50%,1.20%,1.60%,2.20%,2.10%,1.80%,1.60%,1.40%,1.70%,1.50%,1.79%
Payout Ratio,44.60%,40.30%,32.00%,41.10%,42.50%,42.50%,43.00%,51.40%,56.20%,49.30%,50.30%,45.50%,51.70%,45.00%,47.80%,-45.40%,46.60%,57.50%,33.20%,144.80%,33.30%,43.70%,881.80%,38.10%,89.50%,37.20%,44.90%,20.90%,30.00%,45.70%,157.40%,53.80%,243.50%,43.80%,38.40%,35.40%,45.40%,34.00%,45.00%,66.80%,47.57%
Buyback Yield / Dilution,1.13%,0.57%,1.07%,2.49%,3.00%,2.94%,3.10%,3.14%,3.46%,3.47%,3.64%,2.19%,0.76%,0.69%,0.47%,1.16%,1.38%,3.16%,4.86%,5.23%,6.61%,5.72%,4.95%,4.03%,2.83%,1.85%,0.26%,-0.43%,-0.43%,-0.52%,-0.17%,-0.17%,-0.09%,0.43%,0.85%,1.53%,1.28%,0.77%,0.43%,0.26%,0.26%
Total Shareholder Return,2.93%,2.37%,3.17%,4.59%,5.10%,4.94%,5.70%,5.74%,5.86%,5.97%,6.04%,4.39%,2.66%,2.59%,2.17%,2.76%,3.18%,5.16%,6.76%,7.63%,8.81%,8.02%,7.35%,5.93%,5.43%,3.75%,2.06%,1.17%,1.17%,0.98%,1.33%,1.03%,1.51%,2.63%,2.95%,3.33%,2.88%,2.17%,2.13%,1.76%,2.05%
