,2014-03-28,2014-06-27,2014-09-26,2014-12-31,2015-04-03,2015-07-03,2015-10-02,2015-12-31,2016-04-01,2016-07-01,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-29,2017-12-31,2018-03-30,2018-06-29,2018-09-28,2018-12-31,2019-03-29,2019-06-28,2019-09-27,2019-12-31,2020-04-03,2020-07-03,2020-10-02,2020-12-31,2021-04-02,2021-07-02,2021-10-01,2021-12-31,2022-04-01,2022-07-01,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-29,2023-12-31,Current
Market Capitalization,"4,047","4,009","4,111","4,415","5,046","4,919","3,935","4,044","3,997","3,642","5,120","5,320","6,500","5,907","7,786","8,882","10,406","9,507","7,855","6,950","8,428","8,335","7,668","10,013","4,497","7,864","9,219","13,459","17,666","16,397","19,637","29,262","25,790","20,352","27,004","26,970","35,560","40,847","40,111","35,976","33,605"
Market Cap Growth,8.82%,10.06%,25.53%,20.57%,24.68%,22.70%,-4.30%,-8.40%,-20.79%,-25.96%,30.12%,31.55%,62.60%,62.20%,52.09%,66.94%,60.10%,60.94%,0.88%,-21.76%,-19.01%,-12.33%,-2.39%,44.09%,-46.64%,-5.65%,20.23%,34.41%,292.83%,108.50%,113.00%,117.41%,45.99%,24.12%,37.52%,-7.83%,37.88%,100.70%,48.54%,33.39%,-
Enterprise Value,"4,351","4,312","4,800","5,089","5,780","5,719","4,785","4,821","4,738","4,290","7,875","7,915","9,030","8,176","9,828","10,885","12,313","11,423","9,619","8,646","10,258","11,106","10,354","12,732","7,248","10,544","11,804","15,870","19,967","18,414","21,361","31,007","27,351","21,773","27,765","27,282","36,357","41,707","40,912","36,853","34,482"
PE Ratio,22.06,17.44,18.81,23.28,26.69,33.76,25.97,19.61,21.37,22.55,40.86,29.22,28.98,20.15,19.88,10.96,11.93,10.18,7.92,11.08,14.00,15.20,23.90,47.30,53.79,-401.23,45.71,57.47,52.25,31.32,29.19,28.98,17.78,11.82,15.65,14.16,19.37,20.88,18.01,16.47,16.08
PS Ratio,1.43,1.38,1.36,1.40,1.52,1.43,1.12,1.16,1.16,1.06,1.47,1.36,1.44,1.19,1.44,1.60,1.90,1.70,1.37,1.18,1.43,1.44,1.37,1.82,0.83,1.49,1.77,2.56,3.24,2.77,3.10,4.34,3.58,2.67,3.35,3.24,4.26,4.89,4.81,4.36,4.07
PB Ratio,2.69,2.50,2.50,2.72,3.14,3.08,2.53,2.52,2.42,2.14,2.96,2.92,3.29,2.82,3.52,3.20,3.55,3.09,2.47,2.19,2.64,2.55,2.38,3.03,1.40,2.43,2.69,3.80,4.87,4.33,4.76,6.38,5.16,3.78,4.77,4.36,5.52,5.85,5.36,4.62,4.32
P/FCF Ratio,26.39,16.07,15.43,15.71,17.98,24.03,16.25,19.31,17.73,14.50,18.12,14.43,13.53,8.50,9.33,12.46,15.35,18.12,14.94,8.69,12.96,16.14,18.66,150.35,34.22,33.97,44.97,32.89,34.33,19.96,18.63,22.44,17.13,15.78,16.05,16.28,25.67,33.71,63.82,81.32,75.96
P/OCF Ratio,12.77,9.70,9.22,9.17,10.30,11.18,8.27,8.59,7.96,7.22,10.06,9.16,9.63,6.54,7.08,8.12,9.36,9.08,7.29,5.45,7.11,7.31,7.49,14.41,6.22,12.02,16.02,15.22,18.86,12.91,12.62,16.42,12.63,10.31,10.68,10.24,13.87,16.12,19.12,18.19,16.99
Debt / Equity Ratio,0.61,0.56,0.72,0.73,0.72,0.86,0.90,0.87,0.82,2.04,2.10,1.99,1.65,1.50,1.33,1.06,0.97,0.90,0.85,0.87,0.87,1.12,1.12,1.09,1.47,1.46,1.24,0.99,0.92,0.82,0.76,0.68,0.64,0.60,0.57,0.52,0.54,0.50,0.47,0.43,0.43
Quick Ratio,1.25,1.19,0.97,0.90,0.87,0.81,0.79,0.84,0.88,2.63,1.04,1.10,1.16,1.15,1.12,1.17,0.83,0.82,1.28,1.19,1.25,1.26,0.82,0.88,1.52,1.55,1.32,1.05,1.00,1.21,1.46,1.40,1.63,1.71,1.88,1.82,1.39,1.44,1.46,1.57,1.57
