,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"9,476","9,507","9,378","10,543","11,153","10,618","10,987","11,130","11,958","13,204","12,344","11,428","12,699","12,931","12,089","12,539","12,285","13,008","14,570","16,192","17,516","17,989","18,592","17,262","15,766","19,008","23,176","21,672","21,407","20,900","20,275","25,025","24,119","22,495","17,353","19,658","21,576","24,483","22,545","23,298","24,091"
Market Cap Growth,6.25%,11.48%,12.70%,14.56%,17.70%,11.68%,17.16%,5.57%,7.22%,24.36%,12.36%,2.68%,6.19%,-2.06%,-2.07%,9.72%,-3.26%,0.60%,20.52%,29.14%,42.58%,38.29%,27.60%,6.60%,-9.99%,5.66%,24.66%,25.55%,35.78%,9.96%,-12.52%,15.47%,12.67%,7.63%,-14.41%,-21.45%,-10.54%,8.83%,29.92%,18.51%,-
Enterprise Value,"9,979","10,113","10,061","11,206","12,080","11,488","11,757","11,850","12,915","14,075","13,042","12,360","13,838","14,217","14,274","14,634","14,520","15,132","16,486","17,983","19,325","20,110","20,660","19,169","17,503","20,433","24,440","23,653","23,375","22,697","21,889","27,348","26,358","24,663","19,424","22,061","23,792","26,491","24,377","25,359","26,153"
PE Ratio,24.34,24.28,23.47,25.47,26.65,26.32,26.93,27.12,28.73,29.08,26.97,24.90,26.59,29.47,26.97,16.87,15.96,15.89,17.52,28.48,29.87,29.82,30.27,28.03,23.53,26.36,29.71,27.58,27.56,25.95,24.74,30.24,29.73,28.84,23.56,47.50,52.28,54.80,51.57,30.83,32.06
PS Ratio,2.96,2.96,2.88,3.20,3.35,3.15,3.24,3.28,3.49,3.81,3.56,3.27,3.61,3.65,3.32,3.32,3.15,3.22,3.55,3.91,4.19,4.25,4.34,3.96,3.52,4.14,4.89,4.43,4.31,4.14,3.96,4.82,4.60,4.24,3.27,3.66,3.92,4.34,3.90,3.97,4.11
PB Ratio,4.48,4.71,4.49,5.02,5.84,5.39,5.36,5.50,6.23,6.56,5.82,5.78,6.56,7.00,6.19,5.65,5.73,5.86,6.19,6.60,7.01,6.91,7.26,6.47,5.60,6.34,7.22,7.18,6.67,6.19,5.77,7.74,7.09,6.33,4.71,5.63,5.88,6.26,5.57,6.04,6.25
P/FCF Ratio,20.30,19.75,20.44,22.44,22.49,21.47,23.81,20.45,20.22,21.70,19.08,18.87,22.48,22.86,22.31,19.70,18.80,18.56,18.90,23.03,25.61,24.72,25.01,21.83,17.69,18.31,24.05,24.12,28.71,33.46,27.50,28.60,25.70,26.60,24.05,27.83,26.40,27.80,23.88,28.87,29.85
P/OCF Ratio,17.89,17.43,17.64,19.51,19.16,18.25,20.33,18.36,18.69,20.18,17.83,17.44,20.85,21.27,20.69,18.40,17.41,17.23,17.65,21.21,23.48,22.71,22.86,19.97,16.37,17.09,22.17,21.88,25.07,28.40,23.97,25.18,23.05,23.43,19.85,22.21,21.46,22.59,19.67,22.61,23.38
Debt / Equity Ratio,0.38,0.40,0.50,0.52,0.64,0.54,0.48,0.52,0.60,0.54,0.44,0.57,0.66,0.82,1.24,1.07,1.10,1.00,0.89,0.86,0.76,0.85,0.85,0.77,0.99,0.63,0.56,0.72,0.65,0.58,0.51,0.79,0.71,0.79,0.68,0.77,0.66,0.61,0.59,0.62,0.62
Quick Ratio,0.98,0.84,0.75,0.82,0.61,0.61,0.69,0.69,0.47,0.53,0.63,0.47,0.38,0.45,0.64,0.67,0.39,0.40,0.54,0.50,0.43,0.41,0.44,0.47,0.79,0.80,0.95,0.42,0.42,0.39,0.37,0.31,0.31,0.61,0.57,0.58,0.56,0.76,0.87,0.61,0.61
Current Ratio,1.45,1.34,1.08,1.13,0.89,0.96,1.09,1.04,0.78,0.88,1.02,0.76,0.65,0.72,1.05,1.07,0.72,0.79,0.94,0.81,0.81,0.78,0.80,0.88,1.03,1.28,1.49,0.80,0.87,0.82,0.74,0.59,0.65,1.01,1.08,1.18,1.19,1.41,1.47,1.08,1.08
Interest Coverage,24.39,20.57,26.10,24.19,22.75,16.13,26.09,22.70,26.44,25.08,29.29,25.21,24.20,13.56,12.40,11.63,10.99,8.69,10.65,9.94,13.65,10.01,11.61,10.87,19.37,15.05,19.81,13.64,21.79,21.38,22.59,13.62,17.04,13.77,10.89,-6.46,10.33,10.66,9.60,8.23,9.72
Return on Capital (ROIC),Upgrade,13.88%,14.30%,13.10%,13.32%,13.72%,14.02%,14.26%,14.15%,14.34%,15.10%,15.41%,15.20%,15.22%,13.40%,10.68%,17.26%,18.45%,20.06%,20.35%,13.72%,14.53%,13.61%,14.07%,14.14%,12.90%,15.82%,16.48%,16.03%,15.44%,15.86%,16.17%,14.95%,14.66%,12.95%,12.70%,6.79%,6.96%,7.38%,7.08%,13.19%
Dividend Yield,1.70%,1.70%,1.70%,1.60%,1.50%,1.60%,1.60%,1.60%,1.50%,1.30%,1.50%,1.60%,1.40%,1.40%,1.50%,1.50%,1.60%,1.50%,1.40%,1.30%,1.20%,1.20%,1.20%,1.30%,1.40%,1.20%,1.00%,1.10%,1.10%,1.20%,1.20%,1.00%,1.00%,1.10%,1.50%,1.30%,1.20%,1.10%,1.20%,1.20%,1.16%
Payout Ratio,41.90%,47.00%,35.60%,39.20%,41.50%,60.00%,36.50%,40.00%,40.20%,41.20%,36.90%,41.20%,36.50%,65.50%,35.80%,11.70%,33.90%,43.40%,36.20%,37.40%,32.10%,40.70%,35.60%,38.60%,25.50%,31.20%,27.60%,40.00%,28.10%,28.40%,26.90%,38.90%,31.30%,34.20%,34.20%,-38.70%,32.90%,30.30%,37.90%,43.30%,37.21%
Buyback Yield / Dilution,0.21%,2.69%,3.75%,3.67%,4.27%,2.84%,1.76%,2.42%,2.08%,1.84%,1.68%,2.14%,1.48%,2.41%,2.82%,2.54%,3.74%,2.46%,1.65%,0.47%,-0.76%,-1.36%,-0.72%,0.63%,0.36%,0.55%,-0.16%,-0.76%,0.48%,0.52%,1.38%,1.62%,1.24%,1.44%,1.52%,1.09%,-0.04%,-0.61%,-1.10%,-0.41%,-0.53%
Total Shareholder Return,1.91%,4.39%,5.45%,5.27%,5.77%,4.44%,3.36%,4.02%,3.58%,3.14%,3.18%,3.74%,2.88%,3.81%,4.32%,4.04%,5.34%,3.96%,3.05%,1.77%,0.44%,-0.16%,0.48%,1.93%,1.76%,1.75%,0.84%,0.34%,1.58%,1.72%,2.58%,2.62%,2.24%,2.54%,3.02%,2.39%,1.16%,0.49%,0.10%,0.79%,0.63%
