,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"6,766","11,272","10,667","10,291","11,152","13,261","16,666","19,387","15,723","16,999","17,321"
Market Cap Growth,19.65%,66.59%,-5.37%,-3.53%,8.37%,18.92%,25.67%,16.33%,-18.90%,8.11%,-
Enterprise Value,"10,292","14,392","13,464","13,097","13,812","15,735","19,023","21,268","16,228","17,113","17,967"
PE Ratio,391.11,85.65,32.25,13.62,-100.19,-65.13,14.94,10.36,12.08,37.28,35.14
PS Ratio,2.67,4.17,3.77,3.36,3.47,3.94,4.41,3.44,3.23,4.22,4.36
PB Ratio,3.28,5.42,4.98,3.70,4.59,6.27,6.16,4.60,3.22,3.39,3.72
P/FCF Ratio,15.80,15.93,15.16,-103.63,17.78,24.75,22.52,9.03,7.87,18.87,20.17
P/OCF Ratio,13.31,14.15,13.36,1239.83,15.22,20.42,18.59,8.32,7.40,16.17,17.02
EV/Sales Ratio,4.07,5.32,4.75,4.28,4.29,4.67,5.04,3.78,3.34,4.25,4.53
EV/EBITDA Ratio,13.00,16.46,13.00,7.15,65.65,45.45,12.69,7.43,7.68,15.41,16.90
EV/EBIT Ratio,38.30,37.61,23.60,9.47,-51.17,-134.60,16.94,8.66,9.64,21.74,24.37
EV/FCF Ratio,24.04,20.34,19.13,-131.89,22.02,29.36,25.70,9.91,8.12,18.99,20.92
Debt / Equity Ratio,2.07,1.74,1.56,1.20,1.37,1.45,1.13,0.72,0.58,0.57,0.55
Debt / EBITDA Ratio,5.39,4.13,3.23,1.83,15.81,8.89,2.04,1.07,1.35,2.55,2.42
Debt / FCF Ratio,9.97,5.11,4.75,-33.71,5.30,5.74,4.13,1.42,1.42,3.15,3.00
Quick Ratio,1.84,0.96,1.10,0.58,0.89,1.17,1.40,1.59,3.15,2.77,2.90
Current Ratio,2.53,1.34,1.47,0.79,1.23,1.68,1.79,2.39,4.12,3.47,3.89
Asset Turnover,0.30,0.34,0.38,0.38,0.44,0.51,0.56,0.68,0.52,0.43,0.44
Interest Coverage,1.22,1.86,3.67,9.03,-1.82,-0.83,9.64,26.24,17.70,7.09,6.76
Return on Equity (ROE),0.90%,6.10%,15.80%,28.30%,-4.20%,-9.20%,48.00%,49.40%,27.10%,8.90%,10.20%
Return on Assets (ROA),0.20%,1.70%,4.50%,9.40%,-1.50%,-3.10%,16.40%,22.60%,14.00%,4.90%,5.70%
Return on Capital (ROIC),1.59%,5.94%,7.96%,13.72%,-4.13%,-2.38%,21.25%,26.95%,17.00%,5.61%,6.70%
Earnings Yield,0.26%,1.17%,3.10%,7.34%,-1.00%,-1.54%,6.69%,9.65%,8.28%,2.68%,2.97%
FCF Yield,6.33%,6.28%,6.60%,-0.96%,5.63%,4.04%,4.44%,11.07%,12.71%,5.30%,4.96%
Buyback Yield / Dilution,-3.59%,-4.02%,1.17%,0.18%,3.69%,2.07%,1.78%,1.85%,2.26%,1.98%,3.64%
Total Shareholder Return,-3.59%,-4.02%,1.17%,0.18%,3.69%,2.07%,1.78%,1.85%,2.26%,1.98%,3.64%
