,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"6,263","6,537","7,152","8,069","8,609","8,234","8,902","9,575","10,908","10,672","11,183","11,127","11,563","11,824","12,933","12,823","14,390","15,122","14,305","13,418","14,614","16,086","16,325","17,618","15,657","19,603","20,147","21,837","24,286","28,846","32,369","35,091","29,412","25,030","27,841","30,141","26,783","24,466","23,872","31,808","31,975"
Market Cap Growth,18.09%,18.61%,33.18%,20.43%,37.45%,25.97%,24.47%,18.67%,26.71%,29.61%,25.62%,16.21%,6.01%,10.80%,15.65%,15.24%,24.45%,27.89%,10.61%,4.64%,1.56%,6.38%,14.12%,31.30%,7.14%,21.86%,23.42%,23.95%,55.11%,47.15%,60.66%,60.69%,21.10%,-13.23%,-13.99%,-14.11%,-8.94%,-2.25%,-14.26%,5.53%,-
Enterprise Value,"8,393","8,631","9,211","9,955","10,587","10,191","11,047","11,638","13,142","14,059","14,635","14,327","14,798","15,020","16,146","16,653","18,100","18,647","17,861","16,704","18,066","19,585","19,826","21,004","19,060","22,777","23,531","25,022","29,808","34,554","38,391","40,914","35,302","30,762","33,368","35,490","31,961","29,478","28,647","42,206","42,373"
PE Ratio,15.20,16.18,14.54,23.19,239.14,15.48,16.13,16.17,20.66,38.12,21.34,-12.42,17.11,20.11,18.91,13.03,20.33,23.34,21.94,-76.24,14.79,23.11,27.21,21.80,19.28,20.34,19.08,24.37,20.37,21.15,28.10,33.87,25.89,20.38,23.67,31.27,22.17,22.91,20.30,40.37,26.27
PS Ratio,1.86,1.91,2.09,2.31,2.49,2.42,2.58,2.82,3.16,3.02,3.11,3.00,3.07,3.05,3.31,3.23,3.47,3.63,3.43,3.14,3.51,3.83,3.77,4.13,3.42,3.99,3.85,3.88,4.10,4.86,5.50,5.96,5.10,4.23,4.56,4.84,4.30,4.01,3.98,5.24,5.27
PB Ratio,1.00,1.05,1.17,1.39,1.55,1.44,1.61,1.71,1.91,1.87,1.94,2.05,2.16,2.12,2.26,2.18,2.51,2.73,2.55,2.46,2.66,2.90,3.06,3.12,2.90,3.41,3.35,3.39,3.84,4.33,5.10,5.49,4.89,4.28,4.74,4.90,4.34,3.92,3.69,2.94,2.96
P/FCF Ratio,12.99,11.55,13.86,14.75,14.30,14.27,14.50,17.35,19.04,19.55,20.75,18.92,20.36,16.96,17.79,16.76,15.71,16.37,16.75,14.63,16.70,20.95,19.05,21.07,17.93,17.36,20.37,20.52,22.87,41.39,33.68,38.14,25.84,17.42,19.50,19.40,17.75,15.77,14.18,-,26.12
P/OCF Ratio,10.30,9.31,11.11,11.74,11.71,11.60,11.84,13.98,15.47,15.90,16.79,15.41,16.17,14.01,14.73,14.11,13.84,14.42,14.78,13.05,14.76,17.93,16.59,18.29,15.56,15.55,17.43,17.44,19.18,32.12,28.54,32.40,22.73,15.68,17.44,17.67,16.08,14.35,13.28,-,24.54
Debt / Equity Ratio,0.40,0.44,0.41,0.45,0.45,0.45,0.44,0.47,0.48,0.70,0.64,0.72,0.68,0.64,0.65,0.71,0.72,0.69,0.69,0.70,0.71,0.69,0.71,0.66,0.82,0.76,0.70,1.10,0.99,0.92,1.00,0.97,1.06,1.06,0.99,0.95,0.90,1.66,1.60,1.01,1.01
Quick Ratio,0.28,0.27,0.26,0.33,0.25,0.29,0.27,0.28,0.21,0.23,0.21,0.26,0.22,0.21,0.22,0.20,0.18,0.17,0.15,0.18,0.20,0.22,0.24,0.25,0.34,0.34,0.30,0.71,0.28,0.24,0.19,0.15,0.15,0.12,0.09,0.15,0.14,0.73,0.88,0.16,0.16
Current Ratio,0.98,1.09,1.11,1.14,1.07,1.10,1.11,1.12,1.07,1.07,1.07,1.12,1.01,0.99,1.15,1.05,0.93,0.93,0.94,0.97,0.84,0.96,0.95,1.01,0.97,1.11,1.16,1.56,1.02,1.02,0.98,0.94,0.92,0.94,0.96,0.97,0.98,1.60,1.75,1.01,1.01
Asset Turnover,Upgrade,0.07,0.07,0.06,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.07,0.07,0.07,0.06,0.06,0.07,0.07,0.06,0.07,0.07,0.08,0.08,0.08,0.09,0.10,0.10,0.08,0.09,0.08,0.07,0.07,0.07,0.07,0.07,0.08,0.07,0.06,0.06,0.05
Interest Coverage,6.13,6.37,7.14,6.18,0.96,8.04,8.25,8.79,7.82,5.44,6.30,5.76,6.70,6.78,7.76,8.68,7.18,7.27,6.47,6.51,7.43,8.26,7.79,9.29,10.58,12.12,13.58,13.25,12.59,11.39,11.87,12.25,13.97,13.73,13.27,11.26,11.44,10.61,-4.27,-3.17,-3.17
Return on Equity (ROE),Upgrade,7.13%,7.38%,7.65%,7.15%,5.77%,6.16%,6.62%,7.63%,9.67%,8.54%,8.36%,2.01%,2.73%,4.00%,4.59%,12.45%,12.94%,13.64%,13.35%,8.41%,9.61%,9.73%,9.89%,13.71%,13.51%,13.83%,15.14%,14.49%,16.22%,16.92%,18.14%,18.55%,19.49%,19.48%,19.47%,18.31%,18.55%,17.71%,17.07%,9.80%
