,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,898,865,818,919,858,807,871,865,905,897,929,973,971,"1,000",969,"1,024","1,151","1,027",964,"1,136","1,039","1,061","1,096","1,065","1,353","1,398","1,414","1,463","1,652","1,412","1,357","1,467","1,535","1,552","1,557","1,582","1,533","1,433","1,451","1,648"
Revenue Growth (YoY),20.70%,6.27%,1.61%,8.24%,-4.45%,-6.71%,6.48%,-5.88%,5.48%,11.15%,6.66%,12.49%,7.29%,11.48%,4.31%,5.24%,18.54%,2.70%,-0.52%,10.94%,-9.73%,3.31%,13.69%,-6.25%,30.22%,31.76%,29.01%,37.37%,22.10%,1.00%,-4.03%,0.27%,-7.08%,9.92%,14.74%,7.84%,-0.13%,-7.67%,-6.81%,4.17%
Cost of Revenue,527,487,457,551,498,433,492,478,523,502,512,554,549,561,531,570,682,585,528,670,580,607,639,608,847,888,897,880,"1,040",797,749,819,897,906,916,928,875,769,288,335
Gross Profit,371,378,361,368,360,374,379,387,382,395,417,419,422,439,438,454,469,442,436,466,459,454,457,457,506,510,517,583,612,615,608,648,638,646,641,654,658,664,"1,163","1,313"
Selling & Marketing,8,9,5,8,7,6,6,9,6,8,8,7,7,8,7,9,9,10,7,11,10,10,8,10,9,4,7,19,10,9,12,25,10,11,10,20,9,9,12,16
General & Administrative,116,129,110,119,142,112,96,81,101,104,118,134,116,129,108,122,124,120,124,149,117,135,136,126,155,124,121,159,119,129,160,181,141,146,156,133,148,140,26,52
Other Operating Expenses,42,42,41,39,41,41,41,43,45,47,54,59,53,55,56,56,61,61,61,59,55,56,55,4,5,57,1,61,1,68,67,81,67,65,63,96,69,74,183,362
Operating Expenses,159,173,149,160,183,152,136,125,145,153,172,186,168,184,171,187,186,183,184,211,175,193,191,183,212,178,179,231,192,206,239,287,218,222,229,249,226,223,221,430
Operating Income,184,191,207,173,27,217,231,246,219,174,233,213,248,244,264,243,273,269,246,241,275,256,226,260,275,315,326,318,365,376,356,343,405,412,398,349,412,382,431,352
Interest Income,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,3,2,3,3,3,2,2,1,0,-3,1,0,0,-1,0,0,2,4,6,8,72,30
Interest Expense,30,30,29,28,28,27,28,28,28,32,37,37,37,36,34,28,38,37,38,37,37,31,29,28,26,26,24,24,29,33,30,28,29,30,30,31,36,36,-101,-111
Other Expense / Income,-,-,-,49,-14,-2,-2,-,-3,-3,-2,581,-4,-3,-4,3,-2,-54,2,-122,-72,-11,-15,-18,-22,-26,-55,24,-58,-111,-45,-,1,-15,-12,-1,-15,17,213,215
Pretax Income,156,162,179,98,14,192,206,219,195,146,199,-404,217,213,236,213,239,288,209,328,313,239,215,252,273,316,357,267,395,454,371,314,374,397,382,322,396,337,391,278
Income Tax,53,61,56,11,5,60,68,71,63,76,68,-180,48,66,65,-33,62,126,46,372,66,65,65,50,70,75,93,43,97,113,83,55,91,90,88,82,95,70,97,81
Net Income,103,101,123,87,9,133,138,148,132,70,131,-224,169,147,171,246,177,162,163,-44,247,174,150,202,203,241,264,224,298,341,288,259,284,307,294,241,302,267,294,197
Net Income Growth,145.24%,14.77%,8.85%,-38.30%,-91.26%,31.68%,12.20%,70.11%,1366.67%,-47.37%,-5.07%,-,28.03%,110.00%,30.53%,-,4.73%,10.20%,-4.68%,-,39.55%,7.41%,-7.98%,-,-17.81%,38.51%,76.00%,10.89%,46.80%,41.49%,9.09%,15.63%,-4.70%,-9.97%,2.08%,-6.95%,6.34%,-13.03%,0%,-18.26%
Shares Outstanding (Basic),509,508,506,505,507,506,501,494,493,495,497,497,500,496,500,501,501,497,493,494,496,497,493,494,495,492,493,494,494,492,503,501,495,492,491,491,490,491,491,547
Shares Outstanding (Diluted),521,518,520,518,518,516,515,507,505,505,509,497,511,506,510,509,507,502,502,494,501,501,501,500,500,498,503,502,501,499,511,509,502,497,496,497,495,494,494,551
Shares Change,2.36%,1.41%,0.64%,-0.35%,-0.58%,-0.23%,-0.98%,-2.09%,-2.49%,-2.27%,-1.17%,-1.84%,1.07%,0.18%,0.29%,2.35%,-0.71%,-0.65%,-1.59%,-3.06%,-1.18%,-0.24%,-0.18%,1.40%,-0.12%,-0.54%,0.30%,0.30%,0.18%,0.20%,1.61%,1.43%,0.09%,-0.55%,-2.80%,-2.38%,-1.38%,-0.60%,-0.44%,10.78%
EPS (Basic),0.20,0.20,0.24,0.17,0.02,0.26,0.28,0.30,0.27,0.14,0.26,-0.45,0.34,0.30,0.34,0.48,0.35,0.33,0.33,-0.09,0.50,0.35,0.30,0.41,0.41,0.49,0.54,0.45,0.60,0.69,0.56,0.52,0.57,0.62,0.60,0.49,0.62,0.54,0.60,0.36
EPS (Diluted),0.20,0.20,0.24,0.17,0.02,0.26,0.27,0.29,0.26,0.14,0.26,-0.45,0.33,0.29,0.34,0.48,0.35,0.32,0.32,-0.09,0.49,0.35,0.30,0.40,0.41,0.48,0.53,0.45,0.59,0.68,0.56,0.51,0.56,0.62,0.59,0.48,0.61,0.54,0.60,0.36
EPS Growth,140.10%,17.65%,9.09%,-37.04%,-91.65%,30.00%,12.50%,70.59%,1456.89%,-46.15%,-3.70%,-,26.92%,107.14%,30.77%,-,6.06%,10.34%,-5.88%,-,40.00%,9.38%,-6.25%,-,-16.33%,37.14%,76.67%,12.50%,43.90%,41.67%,5.66%,13.33%,-5.08%,-8.82%,5.36%,-5.88%,8.93%,-12.90%,1.69%,-25.00%
Free Cash Flow,152,165,-3,233,207,140,34,171,228,113,27,220,208,242,57,258,359,250,-13,321,317,143,76,300,354,399,-64,375,352,34,200,334,570,333,191,460,525,375,324,0
Free Cash Flow Per Share,0.29,0.32,-0.01,0.45,0.40,0.27,0.07,0.34,0.45,0.22,0.05,0.44,0.41,0.48,0.11,0.51,0.71,0.50,-0.03,0.65,0.63,0.29,0.15,0.60,0.71,0.80,-0.13,0.75,0.70,0.07,0.39,0.66,1.14,0.67,0.38,0.93,1.06,0.76,0.66,-
Gross Margin,41.31%,43.70%,44.13%,40.04%,41.96%,46.34%,43.51%,44.74%,42.21%,44.04%,44.89%,43.06%,43.46%,43.90%,45.20%,44.34%,40.75%,43.04%,45.23%,41.02%,44.18%,42.79%,41.70%,42.91%,37.40%,36.48%,36.56%,39.85%,37.05%,43.56%,44.80%,44.17%,41.56%,41.62%,41.17%,41.34%,42.92%,46.34%,80.15%,79.67%
Operating Margin,20.49%,22.08%,25.31%,18.82%,3.15%,26.89%,26.52%,28.44%,24.20%,19.40%,25.08%,21.89%,25.54%,24.40%,27.24%,23.73%,23.72%,26.19%,25.52%,21.21%,26.47%,24.13%,20.62%,24.41%,20.33%,22.53%,23.06%,21.74%,22.09%,26.63%,26.23%,23.38%,26.38%,26.55%,25.56%,22.06%,26.88%,26.66%,29.70%,21.36%
Profit Margin,11.47%,11.68%,15.04%,9.47%,1.05%,16.48%,15.84%,17.11%,14.59%,7.80%,14.10%,-23.02%,17.40%,14.70%,17.65%,24.02%,15.38%,15.77%,16.91%,-3.87%,23.77%,16.40%,13.69%,18.97%,15.00%,17.24%,18.67%,15.31%,18.04%,24.15%,21.22%,17.66%,18.50%,19.78%,18.88%,15.23%,19.70%,18.63%,20.26%,11.95%
Free Cash Flow Margin,16.93%,19.08%,-0.37%,25.35%,24.13%,17.35%,3.90%,19.77%,25.19%,12.60%,2.91%,22.61%,21.42%,24.20%,5.88%,25.20%,31.19%,24.34%,-1.35%,28.26%,30.51%,13.48%,6.93%,28.17%,26.16%,28.54%,-4.53%,25.63%,21.31%,2.41%,14.74%,22.77%,37.13%,21.46%,12.27%,29.08%,34.25%,26.17%,22.33%,-
