,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Revenue,"18,171","19,391","20,854","23,441","26,839","31,979","39,022","42,658","47,702","49,611"
Revenue Growth (YoY),6.36%,6.72%,7.54%,12.41%,14.49%,19.15%,22.02%,9.32%,11.82%,4.00%
Cost of Revenue,"12,472","13,306","14,342","16,880","18,808","21,721","25,471","26,199","33,628","38,123"
Gross Profit,"5,699","6,085","6,512","6,562","8,031","10,258","13,552","16,459","14,074","11,488"
"Selling, General & Admin","3,803","3,991","4,364","4,836","5,606","6,770","7,998","8,843","9,368","9,777"
Other Operating Expenses,57.6,69.8,100.3,114.4,133.4,158.4,203.5,225.5,278.3,545.8
Operating Expenses,"3,860","4,061","4,464","4,950","5,739","6,928","8,202","9,069","9,646","10,322"
Operating Income,"1,838","2,024","2,048","1,612","2,292","3,330","5,350","7,390","4,429","1,166"
Interest Expense / Income,118.2,116.9,136,140.9,153.1,166.5,189.7,217,218.6,243.5
Other Expense / Income,-,-,32.9,26.2,5.9,5.7,9.7,-,-,-
Pretax Income,"1,720","1,907","1,879","1,445","2,133","3,158","5,151","7,173","4,210",922.1
Income Tax,554.6,626.4,611.1,413.5,540.8,542.6,"1,180","1,469",859.1,200.6
Net Income,"1,165","1,281","1,268","1,031","1,592","2,615","3,970","5,705","3,351",721.5
Preferred Dividends,0,0,0,0,0,21.4,26.9,26.9,26.9,26.9
Net Income Common,"1,165","1,281","1,268","1,031","1,592","2,594","3,943","5,678","3,324",694.6
Net Income Growth,29.16%,9.92%,-1.05%,-18.67%,54.43%,62.91%,52.03%,43.98%,-41.46%,-79.10%
Shares Outstanding (Basic),599,591,586,582,581,582,584,585,585,584
Shares Outstanding (Diluted),604,595,589,585,586,587,587,588,587,587
Shares Change,-0.69%,-1.46%,-0.94%,-0.71%,0.12%,0.17%,0.09%,0.07%,-0.09%,-
EPS (Basic),1.95,2.17,2.16,1.77,2.74,4.45,6.75,9.71,5.69,1.19
EPS (Diluted),1.93,2.15,2.15,1.76,2.72,4.42,6.72,9.66,5.66,1.18
EPS Growth,30.41%,11.40%,0%,-18.14%,54.55%,62.50%,52.04%,43.75%,-41.41%,-79.15%
Free Cash Flow,"1,763","1,623","2,173","2,524","3,616","6,028","5,951","6,704","7,584","6,592"
Free Cash Flow Per Share,2.94,2.75,3.71,4.34,6.23,10.35,10.19,11.46,12.98,11.28
Dividend Per Share,0.284,1.493,0.686,0.888,0.681,1.125,2.814,2.650,6.400,0.400
Dividend Growth,-79.82%,425.70%,-54.05%,29.45%,-23.31%,65.20%,150.13%,-5.83%,141.51%,-93.75%
Gross Margin,31.36%,31.38%,31.23%,27.99%,29.92%,32.08%,34.73%,38.58%,29.50%,23.16%
Operating Margin,10.12%,10.44%,9.82%,6.88%,8.54%,10.41%,13.71%,17.32%,9.28%,2.35%
Profit Margin,6.41%,6.61%,6.08%,4.40%,5.93%,8.11%,10.11%,13.31%,6.97%,1.40%
Free Cash Flow Margin,9.70%,8.37%,10.42%,10.77%,13.47%,18.85%,15.25%,15.72%,15.90%,13.29%
Effective Tax Rate,32.24%,32.84%,32.53%,28.63%,25.35%,17.18%,22.92%,20.47%,20.41%,21.75%
EBITDA,"1,940","2,121","2,165","1,785","2,522","3,587","5,646","7,722","4,766","1,502"
EBITDA Margin,10.67%,10.94%,10.38%,7.61%,9.40%,11.22%,14.47%,18.10%,9.99%,3.03%
Depreciation & Amortization,101.3,97.1,150.5,199.5,236.1,262.4,306.1,331.8,337.4,336.6
EBIT,"1,838","2,024","2,015","1,585","2,286","3,324","5,340","7,390","4,429","1,166"
EBIT Margin,10.12%,10.44%,9.66%,6.76%,8.52%,10.40%,13.69%,17.32%,9.28%,2.35%
