,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash & Equivalents,75.1,108.4,224.4,226.4,275.3,75,227.4,76.5,202.1,220.9
Cash & Cash Equivalents,75.1,108.4,224.4,226.4,275.3,75,227.4,76.5,202.1,220.9
Cash Growth,-58.07%,44.34%,107.01%,0.89%,21.60%,-72.76%,203.20%,-66.36%,164.18%,9.30%
Receivables,"3,386","3,623","4,187","4,680","7,899","9,503","11,513","12,548","14,838","16,545"
"Property, Plant & Equipment",960.9,960.6,"1,037","1,177","1,120","1,132","1,214","1,106","1,137","1,034"
Goodwill and Intangibles,0,12.9,942.5,882.2,819.3,747.3,681,624.1,570,314.2
Total Assets,"24,408","25,788","29,819","33,428","38,701","46,575","54,911","64,098","71,132","75,465"
Accounts Payable,"1,785","1,894","2,068","2,496","3,481","5,047","5,992","7,650","6,069","5,533"
Deferred Revenue,"5,175","5,440","6,622","7,468","8,904","10,687","12,389","13,438","15,616","17,294"
Total Liabilities,"18,219","18,859","22,065","24,987","28,913","35,539","41,012","47,060","52,901","59,574"
Total Debt,"1,861","2,165","2,708","3,148","3,306","4,405","4,407","5,396","4,899","6,388"
Debt Growth,-9.80%,16.33%,25.09%,16.26%,5.02%,33.23%,0.05%,22.44%,-9.22%,30.41%
Common Stock,"1,738","1,772","1,802","1,883","1,971","2,556","2,652","2,752","2,851","2,972"
Retained Earnings,"3,500","4,133","4,687","5,140","6,032","8,387","10,680","13,355","15,340","15,721"
Comprehensive Income,951.7,"1,023",800.4,933.4,"1,282",-120.9,341.7,931.7,40.7,"-2,802"
Shareholders' Equity,"6,190","6,929","7,289","7,957","9,285","10,822","13,673","17,039","18,232","15,891"
Net Cash / Debt,"-1,785.8","-2,056.3","-2,483.5","-2,921.8","-3,031","-4,329.9","-4,179.7","-5,319.6","-4,696.7","-6,167.4"
Net Cash Per Share,-2.96,-3.46,-4.22,-4.99,-5.18,-7.38,-7.12,-9.05,-8.00,-10.50
Book Value Per Share,10.33,11.73,12.45,13.68,15.99,18.58,23.42,29.13,31.19,27.19
